Site ID,Name
10.238.1.47,HKD0084-ATN-950C-ASG-1
10.238.97.180,TR0011-ATN910C-ASG-1
10.238.1.99,ZM0001-ATN910C-ASG
10.238.129.160,DL0072-ATN910C-ASG
10.238.129.161,DL0370-ATN950C-ASG-1
10.238.97.176,PL0014-ATN910C-ASG
10.237.33.239,RV0070-ATN950C-ASG
10.237.33.237,HRVB05-ATN-950C-ASG-1
10.237.33.249,AK0003-ATN950C-ASG-1
10.238.97.173,YB0010-ATN910C-ASG-1
10.238.97.174,YB0007-ATN-950C-ASG-1
10.238.97.172,YB0009-ATN-950C-ASG-1
10.238.1.48,KD0051-ATN950C-ASG-1
10.238.1.49,KD0040-ATN-950C-ASG-1
10.238.97.184,YB0015-ATN-950C-ASG-1
10.238.129.241,AN0014-ATN950C-ASG-1
10.238.129.242,AN0575-ATN910C-ASG-1
10.238.129.243,AN0577-ATN910C-ASG-1
10.238.129.244,AN0518-ATN910C-ASG-1
10.238.129.245,AN0034-ATN950C-ASG-1
10.238.97.149,BR0010-ATN910C-ASG
10.238.97.150,BR0428-ATN910C-ASG-1
10.237.1.189,AB0062-ATN950C-ASG
